user_id,route_id,distance_km_user,elevation_meters_user,surface_type_user,average_pace_min_per_km,rating,start_date,distance_km_route,elevation_meters_route,surface_type_route,difficulty_score
brenda53,R051,17.09,156,Road,4.55,1,2024-12-26 23:31:05.692234,17.09,156,Road,4.98
brenda53,R073,10.2,66,Road,4.65,4,2025-05-08 09:04:14.028890,10.2,66,Road,2.7
brenda53,R007,15.62,82,Road,4.14,1,2025-06-24 08:15:24.627244,15.62,82,Road,3.94
brenda53,R030,9.8,107,Road,4.55,4,2025-02-25 07:33:55.469102,9.8,107,Road,3.03
brenda53,R073,10.2,66,Road,4.43,4,2025-03-10 03:58:55.718954,10.2,66,Road,2.7
brenda53,R072,7.57,0,Road,4.3,2,2025-02-21 13:13:24.328261,7.57,0,Road,1.12
brenda53,R005,2.05,214,Trail,5.26,1,2024-11-27 01:11:37.319789,2.05,214,Trail,2.55
brenda53,R010,21.86,0,Road,4.52,1,2024-12-10 15:23:39.034676,21.86,0,Road,4.33
brenda53,R058,14.42,38,Trail,4.61,2,2025-04-25 23:36:25.789963,14.42,38,Trail,3.26
brenda53,R087,24.2,158,Road,3.5,1,2025-06-06 12:39:26.712807,24.2,158,Road,6.42
brenda53,R011,8.76,171,Road,4.09,3,2025-02-25 01:32:59.179490,8.76,171,Road,3.46
brenda53,R062,7.22,186,Road,4.48,2,2025-02-25 13:06:12.850823,7.22,186,Road,3.3
brenda53,R035,11.65,67,Road,4.76,4,2025-02-09 07:07:19.289895,11.65,67,Road,3.0
brenda53,R093,15.33,97,Trail,4.44,1,2024-11-26 12:05:59.086347,15.33,97,Trail,4.04
brenda53,R098,11.19,137,Trail,4.19,5,2025-10-04 02:18:45.435822,11.19,137,Trail,3.6
brenda53,R043,5.11,182,Road,4.77,1,2024-10-24 07:21:03.405851,5.11,182,Road,2.84
brittany42,R028,19.33,205,Track,5.32,1,2025-01-31 20:13:40.619138,19.33,205,Track,5.92
brittany42,R048,1.36,14,Trail,5.25,1,2024-11-11 09:06:43.678079,1.36,14,Trail,0.41
brittany42,R100,7.02,0,Trail,4.58,5,2025-09-22 23:46:52.227566,7.02,0,Trail,0.84
brittany42,R039,1.0,47,Road,4.19,1,2025-07-02 15:48:52.106469,1.0,47,Road,-0.09
brittany42,R040,8.04,97,Mixed,3.65,4,2024-12-21 19:18:56.064849,8.04,97,Mixed,2.58
brittany42,R001,12.94,229,Road,5.73,1,2025-04-19 07:57:03.166074,12.94,229,Road,4.87
brittany42,R084,7.5,175,Trail,4.33,4,2025-02-02 03:18:38.082587,7.5,175,Trail,3.25
brittany42,R094,11.45,17,Trail,4.5,1,2024-12-21 08:50:09.513537,11.45,17,Trail,2.46
brittany42,R086,11.81,168,Road,4.68,1,2025-05-18 03:29:27.664485,11.81,168,Road,4.04
brittany42,R004,18.91,171,Trail,3.99,1,2025-08-29 04:44:25.975813,18.91,171,Trail,5.5
brittany42,R097,14.16,0,Trail,4.46,1,2025-09-22 11:19:25.014458,14.16,0,Trail,2.74
brittany42,R011,8.76,171,Road,3.88,3,2025-07-29 15:49:28.728930,8.76,171,Road,3.46
brittany42,R098,11.19,137,Trail,4.62,1,2024-11-15 09:33:30.628611,11.19,137,Trail,3.6
brittany42,R013,6.28,220,Road,5.23,5,2025-05-14 10:54:24.511809,6.28,220,Road,3.45
brittany42,R072,7.57,0,Road,4.44,4,2024-10-26 03:11:34.617891,7.57,0,Road,1.12
brittany42,R030,9.8,107,Road,5.32,2,2025-05-06 05:16:03.372612,9.8,107,Road,3.03
brittany42,R057,17.76,205,Road,5.03,1,2025-02-12 08:30:53.585784,17.76,205,Road,5.6
brittany42,R030,9.8,107,Road,4.77,2,2025-02-11 09:27:49.886435,9.8,107,Road,3.03
brittany42,R073,10.2,66,Road,4.54,2,2025-03-05 06:07:54.979382,10.2,66,Road,2.7
brittany42,R045,5.3,84,Trail,4.77,4,2025-02-09 07:29:59.792668,5.3,84,Trail,1.9
brittany42,R012,13.62,121,Road,4.96,1,2025-04-01 04:17:37.234759,13.62,121,Road,3.94
brittany42,R006,5.49,88,Trail,4.92,4,2025-08-29 07:49:25.113491,5.49,88,Trail,1.98
brittany42,R016,9.76,121,Road,3.76,2,2025-08-26 08:41:31.564816,9.76,121,Road,3.16
brittany42,R086,11.81,168,Road,4.53,1,2025-08-31 06:41:27.320636,11.81,168,Road,4.04
brittany42,R040,8.04,97,Mixed,3.84,4,2024-12-23 00:13:36.617053,8.04,97,Mixed,2.58
brittany42,R093,15.33,97,Trail,3.8,1,2025-09-15 00:56:01.082498,15.33,97,Trail,4.04
brittany42,R085,7.16,126,Mixed,3.59,5,2024-10-25 18:08:16.501195,7.16,126,Mixed,2.69
brittany42,R002,15.43,218,Road,4.4,1,2024-12-27 06:13:10.208559,15.43,218,Road,5.27
brittany42,R020,15.14,113,Road,4.66,1,2025-07-20 21:50:51.768329,15.14,113,Road,4.16
brittany42,R053,8.94,128,Road,4.11,3,2025-07-09 21:51:21.478107,8.94,128,Road,3.07
brittany42,R020,15.14,113,Road,4.25,1,2025-06-13 08:34:59.351240,15.14,113,Road,4.16
brittany42,R025,26.19,249,Road,4.2,1,2024-11-24 15:44:27.491964,26.19,249,Road,7.73
brittany42,R046,5.37,206,Road,5.53,4,2024-11-10 13:13:44.070498,5.37,206,Road,3.13
brittany42,R009,11.05,87,Trail,4.79,1,2025-06-01 13:26:12.831793,11.05,87,Trail,3.08
brittany42,R080,16.29,44,Road,3.92,1,2025-05-21 01:09:31.895402,16.29,44,Road,3.7
brittany42,R091,9.73,23,Mixed,4.46,2,2025-06-21 14:36:03.585623,9.73,23,Mixed,2.18
brittany42,R021,17.3,62,Road,4.75,1,2025-09-08 19:19:58.811141,17.3,62,Road,4.08
brittany42,R051,17.09,156,Road,4.49,1,2024-12-21 18:48:26.736742,17.09,156,Road,4.98
brittany42,R059,11.53,18,Trail,4.12,1,2024-12-18 19:21:24.563499,11.53,18,Trail,2.49
brittany42,R085,7.16,126,Mixed,4.92,5,2025-06-26 07:22:41.906122,7.16,126,Mixed,2.69
brittany42,R044,6.81,59,Road,3.9,5,2024-11-19 21:51:28.516147,6.81,59,Road,1.96
brittany42,R021,17.3,62,Road,4.43,1,2025-10-02 17:17:26.460413,17.3,62,Road,4.08
brittany42,R019,8.45,124,Road,4.59,3,2025-07-08 02:03:14.192129,8.45,124,Road,2.93
brittany42,R001,12.94,229,Road,4.51,1,2025-02-10 00:56:47.576566,12.94,229,Road,4.87
brittany42,R057,17.76,205,Road,5.44,1,2025-07-05 14:42:14.851466,17.76,205,Road,5.6
brittany42,R084,7.5,175,Trail,4.34,4,2025-03-03 06:49:54.162511,7.5,175,Trail,3.25
brittany42,R055,16.18,67,Trail,5.1,1,2025-07-26 11:14:30.170777,16.18,67,Trail,3.91
brittany42,R035,11.65,67,Road,5.23,1,2025-02-18 07:55:15.833249,11.65,67,Road,3.0
brittany42,R051,17.09,156,Road,4.41,1,2025-03-12 21:20:47.097358,17.09,156,Road,4.98
brittany42,R094,11.45,17,Trail,4.41,1,2025-06-29 21:52:47.948290,11.45,17,Trail,2.46
tamarabaker,R071,1.0,79,Trail,4.04,1,2024-11-28 22:01:23.146299,1.0,79,Trail,0.7
tamarabaker,R027,6.8,93,Mixed,3.98,1,2025-02-07 15:48:22.940721,6.8,93,Mixed,2.29
tamarabaker,R011,8.76,171,Road,4.14,1,2025-04-12 10:33:27.672009,8.76,171,Road,3.46
tamarabaker,R007,15.62,82,Road,4.58,4,2025-09-25 23:00:27.153423,15.62,82,Road,3.94
tamarabaker,R013,6.28,220,Road,5.2,1,2025-09-26 20:13:28.440892,6.28,220,Road,3.45
tamarabaker,R022,15.08,98,Road,3.98,3,2024-10-19 17:30:40.116034,15.08,98,Road,4.0
tamarabaker,R100,7.02,0,Trail,4.54,1,2025-03-22 19:30:31.025654,7.02,0,Trail,0.84
tamarabaker,R034,15.13,0,Road,4.64,3,2025-04-07 22:27:38.618137,15.13,0,Road,2.49
tamarabaker,R032,8.33,94,Track,4.09,1,2025-03-09 14:02:56.918058,8.33,94,Track,2.61
tamarabaker,R052,7.86,294,Mixed,5.12,1,2025-06-10 12:10:45.665268,7.86,294,Mixed,4.52
tamarabaker,R072,7.57,0,Road,4.74,1,2024-10-09 01:42:10.460788,7.57,0,Road,1.12
tamarabaker,R072,7.57,0,Road,4.13,1,2024-11-30 09:48:49.406037,7.57,0,Road,1.12
tamarabaker,R092,18.44,148,Road,4.28,4,2025-05-30 23:55:52.012378,18.44,148,Road,5.16
tamarabaker,R048,1.36,14,Trail,4.95,1,2024-11-04 07:32:57.351041,1.36,14,Trail,0.41
tamarabaker,R055,16.18,67,Trail,5.04,4,2025-09-25 21:55:40.018515,16.18,67,Trail,3.91
tamarabaker,R005,2.05,214,Trail,4.92,1,2024-10-20 00:25:47.445584,2.05,214,Trail,2.55
tamarabaker,R066,13.16,141,Road,4.46,2,2025-04-24 09:33:10.276789,13.16,141,Road,4.05
tamarabaker,R039,1.0,47,Road,4.75,1,2025-06-24 22:13:03.251295,1.0,47,Road,-0.09
tamarabaker,R054,11.77,0,Road,3.69,1,2025-03-01 03:01:58.381333,11.77,0,Road,2.24
tamarabaker,R066,13.16,141,Road,3.76,2,2025-06-21 04:44:47.689765,13.16,141,Road,4.05
tamarabaker,R086,11.81,168,Road,3.58,1,2025-05-13 04:30:04.745824,11.81,168,Road,4.04
tamarabaker,R089,22.45,266,Trail,4.24,1,2025-10-01 21:24:26.993062,22.45,266,Trail,7.15
tamarabaker,R084,7.5,175,Trail,4.75,1,2024-11-13 12:04:42.602703,7.5,175,Trail,3.25
tamarabaker,R035,11.65,67,Road,4.86,1,2025-09-01 07:20:22.708385,11.65,67,Road,3.0
tamarabaker,R016,9.76,121,Road,4.3,1,2024-12-05 15:25:40.069675,9.76,121,Road,3.16
tamarabaker,R080,16.29,44,Road,4.54,4,2025-06-12 22:09:12.243913,16.29,44,Road,3.7
tamarabaker,R003,13.8,216,Road,4.93,2,2025-01-17 17:19:18.749324,13.8,216,Road,4.92
tamarabaker,R014,29.98,72,Trail,4.96,1,2025-07-20 09:24:40.945321,29.98,72,Trail,6.72
tamarabaker,R066,13.16,141,Road,4.86,2,2025-07-15 13:21:32.355249,13.16,141,Road,4.05
tamarabaker,R046,5.37,206,Road,4.1,1,2025-07-03 04:35:08.582812,5.37,206,Road,3.13
tamarabaker,R046,5.37,206,Road,5.4,1,2025-02-12 12:32:45.434870,5.37,206,Road,3.13
tamarabaker,R068,16.71,0,Road,4.71,4,2025-08-01 07:26:22.264141,16.71,0,Road,3.27
tamarabaker,R061,3.86,0,Road,4.98,1,2025-09-30 05:18:22.452469,3.86,0,Road,0.29
tamarabaker,R038,6.88,111,Road,4.07,1,2025-08-30 10:58:56.824176,6.88,111,Road,2.49
tamarabaker,R033,16.5,93,Trail,4.5,4,2025-02-09 08:21:47.346133,16.5,93,Trail,4.23
tamarabaker,R082,11.49,0,Trail,4.13,1,2025-04-05 14:37:03.114822,11.49,0,Trail,1.49
tamarabaker,R020,15.14,113,Road,4.59,3,2025-08-15 16:26:09.982526,15.14,113,Road,4.16
tamarabaker,R074,11.06,224,Road,5.07,1,2024-12-14 23:49:13.549608,11.06,224,Road,4.45
tamarabaker,R077,8.23,0,Trail,4.96,1,2024-12-09 21:31:48.739374,8.23,0,Trail,1.36
tamarabaker,R100,7.02,0,Trail,4.61,1,2025-05-23 09:22:36.123640,7.02,0,Trail,0.84
tamarabaker,R077,8.23,0,Trail,4.35,1,2025-07-10 12:54:50.218766,8.23,0,Trail,1.36
tamarabaker,R074,11.06,224,Road,5.82,1,2025-01-13 09:17:33.360231,11.06,224,Road,4.45
tamarabaker,R025,26.19,249,Road,5.34,1,2024-11-01 15:10:49.894643,26.19,249,Road,7.73
tamarabaker,R067,12.97,93,Trail,4.33,1,2025-05-12 11:48:47.630896,12.97,93,Trail,3.52
tamarabaker,R052,7.86,294,Mixed,5.47,1,2025-06-22 04:56:24.013765,7.86,294,Mixed,4.52
tamarabaker,R034,15.13,0,Road,4.59,3,2025-08-12 11:53:53.144972,15.13,0,Road,2.49
tamarabaker,R048,1.36,14,Trail,3.91,1,2024-12-30 06:39:24.287330,1.36,14,Trail,0.41
tamarabaker,R048,1.36,14,Trail,4.46,1,2025-03-17 18:50:59.764298,1.36,14,Trail,0.41
tamarabaker,R024,10.76,50,Trail,4.12,1,2025-05-10 06:32:06.201106,10.76,50,Trail,2.65
tamarabaker,R092,18.44,148,Road,3.83,4,2025-06-03 11:39:32.553908,18.44,148,Road,5.16
rodriguezallison,R014,29.98,72,Trail,3.27,1,2025-02-11 14:44:32.885509,29.98,72,Trail,6.72
rodriguezallison,R055,16.18,67,Trail,5.27,1,2025-04-18 23:23:53.474686,16.18,67,Trail,3.91
rodriguezallison,R097,14.16,0,Trail,3.89,3,2025-02-27 07:00:39.563788,14.16,0,Trail,2.74
rodriguezallison,R089,22.45,266,Trail,5.13,1,2025-05-05 02:21:38.408141,22.45,266,Trail,7.15
rodriguezallison,R016,9.76,121,Road,4.8,4,2024-11-16 04:24:52.437430,9.76,121,Road,3.16
rodriguezallison,R052,7.86,294,Mixed,5.17,2,2025-08-04 02:28:38.259847,7.86,294,Mixed,4.52
rodriguezallison,R079,11.29,250,Road,4.97,5,2024-10-22 21:41:47.326091,11.29,250,Road,4.75
rodriguezallison,R051,17.09,156,Road,4.58,1,2025-06-07 19:54:28.982076,17.09,156,Road,4.98
rodriguezallison,R054,11.77,0,Road,4.81,5,2025-03-24 15:30:23.686476,11.77,0,Road,2.24
rodriguezallison,R077,8.23,0,Trail,4.72,3,2025-08-14 03:46:19.705692,8.23,0,Trail,1.36
rodriguezallison,R028,19.33,205,Track,5.48,1,2024-10-18 06:40:37.577289,19.33,205,Track,5.92
rodriguezallison,R002,15.43,218,Road,5.5,2,2024-11-20 15:52:09.015134,15.43,218,Road,5.27
rodriguezallison,R038,6.88,111,Road,5.22,2,2025-09-01 10:20:46.675998,6.88,111,Road,2.49
rodriguezallison,R099,14.17,0,Road,3.7,3,2025-03-02 13:08:14.633904,14.17,0,Road,2.29
rodriguezallison,R009,11.05,87,Trail,5.29,5,2025-02-02 22:31:44.086955,11.05,87,Trail,3.08
rodriguezallison,R050,19.19,44,Road,3.98,1,2025-09-11 15:36:09.493481,19.19,44,Road,4.28
rodriguezallison,R099,14.17,0,Road,5.01,3,2025-02-03 17:24:43.006226,14.17,0,Road,2.29
rodriguezallison,R053,8.94,128,Road,4.3,3,2024-12-08 01:53:52.157821,8.94,128,Road,3.07
rodriguezallison,R059,11.53,18,Trail,4.78,5,2025-03-23 19:35:41.001445,11.53,18,Trail,2.49
rodriguezallison,R062,7.22,186,Road,4.81,2,2025-04-19 10:31:09.832067,7.22,186,Road,3.3
rodriguezallison,R066,13.16,141,Road,4.18,3,2025-05-15 10:09:22.530269,13.16,141,Road,4.05
rodriguezallison,R045,5.3,84,Trail,4.44,1,2025-07-11 15:06:18.319256,5.3,84,Trail,1.9
rodriguezallison,R050,19.19,44,Road,3.98,1,2024-12-14 07:59:00.315694,19.19,44,Road,4.28
rodriguezallison,R084,7.5,175,Trail,4.38,2,2025-09-19 05:50:51.124247,7.5,175,Trail,3.25
rodriguezallison,R083,18.99,0,Road,3.19,1,2025-09-17 13:22:33.100035,18.99,0,Road,3.48
rodriguezallison,R051,17.09,156,Road,4.86,1,2025-08-19 16:59:15.363959,17.09,156,Road,4.98
rodriguezallison,R004,18.91,171,Trail,4.63,1,2025-07-20 15:39:44.823969,18.91,171,Trail,5.5
rodriguezallison,R075,9.4,145,Road,4.9,4,2025-05-08 08:02:03.565084,9.4,145,Road,3.33
rodriguezallison,R098,11.19,137,Trail,4.97,5,2025-03-23 19:17:49.689358,11.19,137,Trail,3.6
rodriguezallison,R009,11.05,87,Trail,4.44,5,2025-08-21 13:00:33.759059,11.05,87,Trail,3.08
rodriguezallison,R002,15.43,218,Road,5.16,2,2025-06-16 22:58:58.122370,15.43,218,Road,5.27
rodriguezallison,R064,17.69,231,Road,4.73,1,2025-06-06 07:14:38.208821,17.69,231,Road,5.85
rodriguezallison,R052,7.86,294,Mixed,4.87,2,2025-03-22 05:03:40.024252,7.86,294,Mixed,4.52
rodriguezallison,R030,9.8,107,Road,4.4,4,2025-04-19 15:09:12.825656,9.8,107,Road,3.03
rodriguezallison,R092,18.44,148,Road,3.66,1,2025-05-06 11:34:49.769713,18.44,148,Road,5.16
rodriguezallison,R027,6.8,93,Mixed,4.36,1,2024-10-04 22:31:19.212610,6.8,93,Mixed,2.29
rodriguezallison,R042,13.7,139,Road,4.82,3,2025-03-23 12:24:39.522570,13.7,139,Road,4.13
rodriguezallison,R018,10.64,190,Trail,4.18,5,2025-03-01 05:05:15.048727,10.64,190,Trail,4.03
rodriguezallison,R027,6.8,93,Mixed,4.41,1,2025-06-28 21:35:06.791477,6.8,93,Mixed,2.29
rodriguezallison,R039,1.0,47,Road,5.36,1,2024-11-13 23:56:38.925757,1.0,47,Road,-0.09
rodriguezallison,R064,17.69,231,Road,4.74,1,2024-10-07 16:29:39.907979,17.69,231,Road,5.85
rodriguezallison,R086,11.81,168,Road,5.16,5,2025-08-13 21:39:11.505424,11.81,168,Road,4.04
rodriguezallison,R094,11.45,17,Trail,5.86,5,2025-04-02 06:58:41.287584,11.45,17,Trail,2.46
rodriguezallison,R045,5.3,84,Trail,4.08,1,2025-07-13 02:23:29.807966,5.3,84,Trail,1.9
rodriguezallison,R091,9.73,23,Mixed,4.44,4,2025-04-24 01:56:23.625667,9.73,23,Mixed,2.18
rodriguezallison,R044,6.81,59,Road,5.0,1,2025-07-22 04:38:14.842936,6.81,59,Road,1.96
rodriguezallison,R021,17.3,62,Road,4.51,1,2025-07-25 16:10:09.267716,17.3,62,Road,4.08
rodriguezallison,R095,15.12,182,Road,4.06,2,2025-08-19 23:29:18.035294,15.12,182,Road,4.84
rodriguezallison,R088,14.69,97,Track,4.2,2,2025-09-07 14:58:10.304012,14.69,97,Track,3.91
rodriguezallison,R050,19.19,44,Road,5.08,1,2025-07-28 15:02:17.283606,19.19,44,Road,4.28
jenniferlarsen,R016,9.76,121,Road,4.65,1,2025-08-10 20:25:10.833688,9.76,121,Road,3.16
jenniferlarsen,R090,7.37,116,Trail,4.67,1,2025-02-24 10:35:20.157360,7.37,116,Trail,2.64
jenniferlarsen,R024,10.76,50,Trail,3.54,1,2025-01-29 19:28:09.760886,10.76,50,Trail,2.65
jenniferlarsen,R060,17.54,0,Road,5.22,5,2024-10-08 23:14:14.813573,17.54,0,Road,3.32
jenniferlarsen,R011,8.76,171,Road,4.69,1,2025-05-20 10:41:31.992084,8.76,171,Road,3.46
jenniferlarsen,R054,11.77,0,Road,4.31,1,2025-04-17 14:49:22.822034,11.77,0,Road,2.24
jenniferlarsen,R043,5.11,182,Road,4.94,1,2025-08-21 02:36:04.888814,5.11,182,Road,2.84
jenniferlarsen,R029,10.6,0,Road,4.47,1,2025-06-20 01:20:56.627877,10.6,0,Road,1.88
jenniferlarsen,R030,9.8,107,Road,4.67,1,2025-05-07 00:29:35.200363,9.8,107,Road,3.03
jenniferlarsen,R017,17.65,115,Road,3.61,5,2025-06-18 08:06:00.773253,17.65,115,Road,4.68
jenniferlarsen,R061,3.86,0,Road,4.92,1,2025-06-09 09:18:47.555617,3.86,0,Road,0.29
jenniferlarsen,R095,15.12,182,Road,4.71,3,2025-04-14 06:50:13.115249,15.12,182,Road,4.84
jenniferlarsen,R085,7.16,126,Mixed,4.61,1,2024-12-18 03:47:09.524593,7.16,126,Mixed,2.69
jenniferlarsen,R014,29.98,72,Trail,5.46,1,2025-01-13 16:04:44.471135,29.98,72,Trail,6.72
jenniferlarsen,R046,5.37,206,Road,4.88,1,2025-05-20 19:25:40.237299,5.37,206,Road,3.13
jenniferlarsen,R069,8.51,58,Road,4.7,1,2024-12-13 08:54:42.437168,8.51,58,Road,2.28
jenniferlarsen,R010,21.86,0,Road,4.38,1,2025-03-01 03:56:56.300431,21.86,0,Road,4.33
jenniferlarsen,R072,7.57,0,Road,3.42,1,2025-01-10 16:01:27.050474,7.57,0,Road,1.12
jenniferlarsen,R083,18.99,0,Road,4.22,3,2025-08-01 20:11:41.142152,18.99,0,Road,3.48
jenniferlarsen,R074,11.06,224,Road,4.04,1,2024-12-18 10:40:35.903996,11.06,224,Road,4.45
jenniferlarsen,R068,16.71,0,Road,4.67,5,2025-06-18 07:07:15.046438,16.71,0,Road,3.27
jenniferlarsen,R078,12.57,66,Road,4.91,1,2025-06-16 15:21:31.368623,12.57,66,Road,3.18
jenniferlarsen,R085,7.16,126,Mixed,4.02,1,2025-01-23 07:15:33.401462,7.16,126,Mixed,2.69
jenniferlarsen,R028,19.33,205,Track,5.62,3,2025-08-19 15:21:22.472261,19.33,205,Track,5.92
jenniferlarsen,R037,3.91,192,Mixed,4.48,1,2025-04-21 19:36:19.886435,3.91,192,Mixed,2.7
jenniferlarsen,R019,8.45,124,Road,5.18,1,2025-01-24 10:23:42.493301,8.45,124,Road,2.93
jenniferlarsen,R006,5.49,88,Trail,2.84,1,2025-05-01 14:18:47.506952,5.49,88,Trail,1.98
jenniferlarsen,R021,17.3,62,Road,5.24,5,2025-03-06 10:08:15.497247,17.3,62,Road,4.08
jenniferlarsen,R033,16.5,93,Trail,5.13,5,2025-08-25 01:28:36.510576,16.5,93,Trail,4.23
jenniferlarsen,R073,10.2,66,Road,3.52,1,2025-09-27 22:34:47.297560,10.2,66,Road,2.7
jenniferlarsen,R064,17.69,231,Road,5.44,5,2024-11-22 09:26:52.015426,17.69,231,Road,5.85
jenniferlarsen,R076,17.92,15,Trail,4.49,4,2025-08-04 19:06:25.670781,17.92,15,Trail,3.73
jenniferlarsen,R049,1.0,124,Road,4.26,1,2024-10-13 18:49:57.266947,1.0,124,Road,1.37
jenniferlarsen,R036,11.21,161,Road,4.12,1,2025-07-26 09:56:56.246645,11.21,161,Road,3.85
jenniferlarsen,R023,1.0,113,Trail,4.34,1,2025-04-04 18:31:28.186814,1.0,113,Trail,1.24
jenniferlarsen,R055,16.18,67,Trail,3.93,4,2025-01-03 12:47:48.454635,16.18,67,Trail,3.91
jenniferlarsen,R011,8.76,171,Road,4.02,1,2025-02-13 06:51:39.618592,8.76,171,Road,3.46
jenniferlarsen,R058,14.42,38,Trail,5.04,3,2025-08-16 07:51:19.313620,14.42,38,Trail,3.26
jenniferlarsen,R004,18.91,171,Trail,4.67,4,2025-02-06 01:15:49.334200,18.91,171,Trail,5.5
jenniferlarsen,R051,17.09,156,Road,4.46,5,2025-06-19 16:22:17.577753,17.09,156,Road,4.98
jenniferlarsen,R099,14.17,0,Road,4.0,3,2024-11-25 02:57:22.452462,14.17,0,Road,2.29
jenniferlarsen,R005,2.05,214,Trail,5.18,1,2025-02-07 10:20:21.836507,2.05,214,Trail,2.55
jenniferlarsen,R013,6.28,220,Road,5.48,1,2025-03-13 23:07:02.468687,6.28,220,Road,3.45
jenniferlarsen,R052,7.86,294,Mixed,4.74,1,2025-08-12 22:11:14.610164,7.86,294,Mixed,4.52
jenniferlarsen,R033,16.5,93,Trail,4.1,5,2025-03-23 10:07:59.005489,16.5,93,Trail,4.23
jenniferlarsen,R048,1.36,14,Trail,5.22,1,2025-06-21 04:27:12.469528,1.36,14,Trail,0.41
jenniferlarsen,R067,12.97,93,Trail,4.82,2,2025-09-26 00:24:18.045611,12.97,93,Trail,3.52
jenniferlarsen,R023,1.0,113,Trail,4.93,1,2025-06-08 06:20:04.685747,1.0,113,Trail,1.24
jenniferlarsen,R068,16.71,0,Road,4.69,5,2025-08-14 07:27:42.551766,16.71,0,Road,3.27
jenniferlarsen,R046,5.37,206,Road,4.9,1,2024-10-10 20:45:46.712484,5.37,206,Road,3.13
pedro57,R100,7.02,0,Trail,4.36,5,2024-10-08 23:41:15.355367,7.02,0,Trail,0.84
pedro57,R007,15.62,82,Road,4.98,1,2024-12-25 12:02:41.465539,15.62,82,Road,3.94
